
              X1               X2               X3               X4               X5 
      0.30161140       0.86941839       0.21245154        1.4505356        1.2665611 
      0.25062588       0.88708291       0.23781058        1.5220504        1.1828590 
      0.16629811       0.92914392       0.26595541        1.3214097        1.6199351 
      0.13555120       0.91602891       0.17691122        1.5427775        1.1822486 
      0.18729036       0.75944011       0.14531336        2.2701276       0.55344165 
      0.23346352       0.87098076       0.24684639        1.5080005        1.1340754 
      0.16789868       0.86740932       0.22910164        1.8640221       0.72976588 
      0.22986141       0.84568706       0.14951195        1.6665150        1.0137497 
      0.14150600       0.93184656       0.28953167        1.5054937        1.3287626 
      0.21850039       0.82793554       0.27574670        1.8521727       0.60643080 
      0.22638854       0.83168567       0.23793492        1.8066429       0.87821902 
      0.19703809       0.91442842       0.16470448        1.3595421        1.6096735 
      0.41647610       0.80714010       0.33087256        1.3513930        1.2024339 
      0.41711669       0.78502357       0.27089148        1.4524123        1.0239845 
      0.24790698       0.86754231       0.31377170        1.5567408        1.2441964 
      0.36801633       0.88350641       0.25731730        1.2728576        1.7862870 
      0.14859872       0.93796602       0.35867223        1.3509380        1.1011626 
      0.71073526       0.71199017       0.41908974        1.3026887        1.5381154 
      0.28707044       0.81573572       0.27484152        1.5754092        1.0059917 
      0.16933711       0.92203554       0.28727422        1.3255621        1.3001622 
      0.12115089       0.92644474       0.21769241        1.6945714       0.88326260 
      0.26548812       0.85375336       0.32377996        1.5344522        1.1095781 
      0.35295750       0.83366869       0.28719130        1.4012296        1.0111836 
      0.32719193       0.77668229       0.21281665        1.6090554       0.84527907 
      0.19792517       0.90575295       0.24895279        1.2534915        1.2424326 
      0.13729875       0.90803963       0.21091851        1.6563440       0.89601743 
      0.21311301       0.84559361       0.28458035        1.7516718       0.75517186 
      0.13633130       0.91010839       0.32313123        1.5640784       0.87685257 
      0.21464060       0.91324639       0.19708360        1.2883035        1.7723463 
      0.15758326       0.90161993       0.27914863        1.5865548        1.1066187 
      0.37118991       0.79769818       0.20556790        1.5212555       0.92392477 
      0.30501913       0.88351057       0.44113972        1.2457682        2.0460269 
      0.17772591       0.87737213       0.27756228        1.6332269       0.78677487 
      0.19846894       0.87106329       0.29266125        1.5205253        1.0699999 
      0.14402289       0.93500751       0.21466526        1.4113411        1.2369851 
      0.25339307       0.84526189       0.22121900        1.5174873        1.0511556 
     0.089188956       0.94908023       0.29108172        1.6265298       0.90470116 
      0.23030165       0.89645778       0.23987672        1.4460728        1.4710679 
      0.26504462       0.86494790       0.33714721        1.3864814        1.2649163 
     0.061337821       0.90742879      0.091152804        2.3460888       0.46032199 
      0.21640685       0.89161801       0.22244958        1.4600717        1.4490883 
      0.43645189       0.83361740       0.39601178        1.2730637        1.8471240 
      0.13645150       0.92338708       0.34408087        1.5373909        1.0062377 
     0.096120200       0.95514616       0.20633867        1.4048818        1.2145755 
      0.26443206       0.85431245       0.26131103        1.5515990       0.99493247 
      0.11487510       0.89326987       0.30304435        1.9856715       0.65247207 
      0.11611732       0.92355303       0.31484196        1.7882265       0.64788371 
      0.31198109       0.85420702       0.35967378        1.2746296        1.2516901 
      0.26717927       0.82961948       0.21857126        1.5093646       0.92011406 
      0.15893548       0.90565540       0.16851562        1.5897304        1.0235458 
      0.35975202       0.80313062       0.17944240        1.5332383       0.98165991 
      0.20837175       0.90073329       0.32147823        1.3887031        1.2685112 
      0.23011382       0.88418316       0.41141696        1.4999856        1.1473793 
      0.21075821       0.88042489       0.32173223        1.5152094        1.1132288 
      0.29339931       0.83182284       0.35266990        1.4978143        1.0181705 
     0.076963582       0.95871853       0.22692148        1.3821172        1.1524487 
      0.19965686       0.89602139       0.21322675        1.4673269        1.2268346 
      0.28328768       0.88334380       0.28483064        1.2122465        1.5808180 
     0.077962304       0.93809229       0.20014426        1.9408727       0.62147491 
      0.19499100       0.89532101       0.27488649        1.4469785        1.0483598 
      0.23145804       0.90040962       0.35484245        1.3523692        1.1803626 
      0.13832948       0.75988569      0.093896922        2.4355638       0.44570545 
      0.16041007       0.94104214       0.28511815        1.2342946        2.3285222 
      0.14324254       0.90407214       0.26371296        1.5984067       0.86311792 
     0.041319719       0.96596400       0.10085621        1.8294628       0.79132176 
      0.20839607       0.87118879       0.19244288        1.6560233        1.0820578 
      0.19140687       0.89091752       0.28924766        1.5540224        1.1641993 
      0.11605658       0.93365749       0.22674599        1.7104686       0.82778333 
      0.15223311       0.91986828       0.28178919        1.5288817        1.1643280 
     0.063691680       0.95331294       0.16843318        1.7252592       0.83463859 
      0.10467487       0.94580524       0.19056938        1.4846821        1.4715916 
      0.32881990       0.76058590       0.28462427        1.7208661       0.79795443 
      0.53832307       0.65823890       0.34335609        1.5885213       0.85582416 
      0.18520068       0.93856288       0.36569700        1.1289837        1.8700355 
      0.33635986       0.84691307       0.26634637        1.3581153        1.3989465 
     0.084778372       0.93366909       0.18092452        1.7831745       0.70182633 
      0.22951508       0.90205717       0.42204621        1.3150321        1.3205307 
      0.17960991       0.91125095       0.23205940        1.4461713        1.4272653 
      0.52886176       0.75858028       0.25254925        1.3613570        1.4878156 
      0.24471346       0.85287222       0.24037696        1.7082433       0.92988414 
      0.20440130       0.92734852       0.27224225        1.2751477        1.8645049 
      0.71060021       0.81045380       0.33750915        1.0507071        3.8111396 
      0.10738771       0.94237325       0.10467483        1.4764035        1.0219567 
      0.23494920       0.90669711       0.32180600        1.2474261        1.7001757 
     0.064614542       0.94805989       0.23948793        1.7868437       0.98457929 
      0.16941309       0.91497164       0.30440924        1.4024431        1.3147427 
      0.22162121       0.86277170      0.086229312        1.4638471        1.0141466 
      0.15711121       0.90076939       0.25841265        1.5830234       0.95791824 
      0.21444057       0.88910075       0.28804893        1.4851261        1.0513572 
      0.58984163       0.72805779       0.35924560        1.3292667        1.6871835 
     0.076698525       0.92718816      0.072249002        1.9067451       0.56933617 
      0.15740167       0.90878188       0.27671286        1.5326822        1.0311901 
      0.12771376       0.91526673       0.20052074        1.5963186       0.88262914 
      0.34629723       0.73702241       0.29673174        1.6720788       0.72436175 
      0.47449487       0.76384458       0.44202096        1.4394076        1.2533073 
      0.40130609       0.86638069       0.26974072        1.1605901        2.9177491 
     0.088264804       0.93828766       0.12489925        1.6664921       0.92394486 
      0.21790203       0.92575784       0.30785748        1.2010218        2.1606365 
      0.84788474       0.61446377       0.20841241        1.2734504        1.5508070 
      0.15855756       0.91251817       0.26131656        1.4512739       0.95348397 
      0.40934742       0.83228910       0.27153874        1.3188158        1.9399240 
      0.12304995       0.94460836       0.25620885        1.3929104       0.98223745 
     0.099547092       0.94523024       0.25601749        1.4583484        1.2012317 
      0.38014465       0.85387096       0.12977303        1.3281589        1.8042396 
      0.30328881       0.86268540       0.28859278        1.3187166        1.4229093 
      0.19425838       0.90044932       0.13024936        1.4178920        1.2916220 
     0.056208010       0.95397757       0.16767985        1.8596983       0.66866013 
      0.17671591       0.89992794       0.27383727        1.5798928        1.1398675 
      0.10416994       0.95561706       0.27799009        1.1995666        1.4873480 
      0.40181868       0.76472177       0.32640796        1.5062242        1.0131804 
       1.3573149     0.0072223062       0.18786494        1.8454076       0.69304108 
      0.24624377       0.89641008       0.29351039        1.2734814        1.7281713 
      0.50206490       0.75761684       0.32153628        1.3689067        1.1664589 
     0.058920211       0.93511874       0.16747190        1.9661094       0.47492768 
      0.50731556       0.68971746       0.19370296        1.5952672        1.1340209 
     0.050828892       0.96457074       0.28486166        1.5728766        1.1289929 
      0.24698716       0.84013281       0.26881944        1.6495529       0.76623751 
     0.074144638       0.93423474       0.17062187        1.9950920       0.56913606 
      0.11971432       0.93149700       0.28819540        1.5307508        1.1011205 
      0.20199280       0.89089057       0.19285383        1.4694174       0.91706489 
      0.31199484       0.77604532       0.19634148        1.7966058       0.70480411 
     0.069899626       0.94484397       0.23934974        2.1224792       0.58579251 
      0.48082872       0.74991078       0.35603062        1.3749051        1.1970504 
      0.14450378       0.92977151       0.21516828        1.6313445        1.0943198 
      0.12092909       0.92659391       0.30277462        1.5458004        1.0464288 
     0.083858882       0.95670274       0.23620061        1.4600434        1.2929643 
      0.12009410       0.95393983       0.27046370        1.2584272        1.2626217 
      0.58857038       0.79438898       0.25220229        1.1423460        2.5299439 
      0.11691562       0.81428711       0.18659754        2.1969929       0.39879767 
      0.19727224       0.90896369       0.26831197        1.3900292        1.1390050 
      0.11540125       0.93018953       0.18308085        1.5207177       0.95008513 
     0.097435178       0.86255360       0.17723114        2.2399356       0.55921759 
     0.094798176       0.93207071       0.23001962        1.7044890       0.74165969 
      0.13386588       0.90916161       0.22531361        1.5514959       0.81769917 
      0.20486073       0.89363457       0.42513088        1.4962375        1.1165952 
      0.10954499       0.93917205       0.15583959        1.4291580        1.2809259 
      0.15851069       0.85131206       0.14897484        1.8216169       0.70542870 
      0.36220639       0.85350330       0.24561650        1.1803088        1.8624341 
      0.11471529       0.95410896       0.27069076        1.3979149        1.3289677 
      0.15512425       0.88186761       0.19503850        1.7986585       0.84179335 
      0.31473859       0.73140743       0.27662626        1.7234663       0.72804876 
      0.19392703       0.92116984       0.26783558        1.2926757        1.4553085 
      0.34842320       0.69873413       0.15213426        2.0771225       0.57632256 
     0.098812726       0.89579132       0.19397057        1.8301346       0.68101952 
      0.18915608       0.91615681       0.25923271        1.4362165        1.7100265 
      0.30002253       0.84328910       0.47708605        1.4527335        1.1629715 
      0.30365273       0.86022917       0.27315540        1.3534727        1.2162368 
      0.68874483       0.68325746       0.32728305        1.3064608        1.2626002 
      0.39247410       0.77159990       0.18696636        1.6217355       0.77632108 
      0.21823059       0.89948705       0.26048881        1.3746275        1.1797076 
      0.11546452       0.88148221       0.24576759        2.0825708       0.54695711 
     0.087408559       0.93952338       0.21391836        1.5722489       0.84376615 
      0.14652048       0.90442600       0.25593642        1.6337144       0.90587666 
      0.18836731       0.92196305       0.29195345        1.4421531        1.5153132 
      0.20460521       0.84759209       0.29703659        1.6840801       0.77332857 
      0.15085996       0.86275353       0.21239390        1.9434179       0.78942509 
      0.14745043       0.88714500       0.21561252        1.7270769       0.68628142 
      0.10637714       0.93838396       0.26645408        1.5741979       0.96629101 
      0.21544507       0.88932958       0.22379530        1.4549610        1.2412712 
      0.17678688       0.92441217       0.32104581        1.5023918        1.1035536 
      0.19132547       0.85761253       0.19193787        1.7864031       0.77458116 
      0.29223887       0.88762101       0.19210154        1.2308242        2.5529033 
      0.14911579       0.71516455       0.22743266        2.6914389       0.39666606 
      0.36986207       0.86364176       0.28751710        1.3374393        2.2558374 
     0.089091246       0.95644448       0.24706290        1.4777049        1.2356324 
      0.16186626       0.87645345       0.26375798        1.7366234       0.95918790 
      0.25577466       0.90584014       0.36333210        1.3850066        1.7171069 
      0.11863959       0.90649121       0.18969013        1.8186164       0.81849114 
      0.10440251       0.87951926       0.14909426        2.1202267       0.52863231 
      0.22085322       0.80165873       0.16093182        1.9782799       0.67356260 
      0.22697788       0.88761011       0.33868310        1.2586588        1.3652043 
      0.15803954       0.82081357       0.13640711        2.0798498       0.58082619 
      0.45333095       0.81709186       0.29589896        1.2245911        1.7610622 
      0.39680485       0.68084449       0.27265247        1.7549915       0.84608706 
     0.095292936       0.89051864       0.18793417        2.1724240       0.57640830 
      0.26999110       0.81853399       0.27207311        1.6837294       0.89683430 
      0.13427615       0.88645468       0.24347372        1.8268883       0.62667092 
      0.32088724       0.85326772       0.24569932        1.3458387        1.5310899 
      0.31935928       0.74529872       0.33480959        1.8099122       0.76610307 
     0.081157503       0.93598047       0.14533553        1.8777089       0.67612482 
      0.10336688       0.84690475       0.16941751        2.2546783       0.47563547 
     0.088778940       0.87662125       0.25021532        2.3279692       0.42483233 
      0.69463380       0.62618035       0.26819011        1.4117215        1.0867184 
      0.20793501       0.86738982       0.27175930        1.6550849       0.83984954 
      0.10047225       0.94093430       0.13250209        1.5306458        1.3298730 
      0.38626020       0.83773385       0.33925798        1.3574276        1.8584678 
      0.26650766       0.81176443       0.19393808        1.6070193       0.87330492 
      0.24432879       0.88885349       0.25869142        1.4108447        1.5193180 
      0.13788018       0.92849864       0.27549986        1.4446447        1.4067881 
